PC1,PC2,Cluster
-0.5937035891735861,0.07466710633001897,0
3.835277558387248,2.0305955018504753,3
6.600978638436314,3.6052789478524265,2
3.6861614202021484,0.42765515232619034,3
2.149138251537337,0.16182727736984226,3
1.2927858366489222,0.23473396134518285,0
1.0893243340694956,0.33150409989035273,0
0.918658911119795,0.47577431871166237,0
0.8022331134764962,0.39535678532716856,0
2.1430259883570786,0.18974055442397078,3
1.3989059578089305,0.23528262535798838,0
2.681502129939698,0.5865607980477558,3
3.859896137894913,0.6649438830343024,3
3.8110947442110064,0.4840671337508997,3
1.5976161528393986,0.4146941996843082,0
0.6639510699613426,0.41120096673390266,0
-0.12412419806676792,0.5521240267083204,0
0.20085005639050535,1.7708169620177558,0
-0.8058095171700335,0.416228798703711,0
-2.4221969435185877,0.6101324071997914,1
-2.529903935983643,-0.3429082011665447,1
-3.63738640235801,0.7932528219812489,1
-4.10469015561252,0.7912507145756412,1
-3.0514736349515714,0.49205746983142307,1
-0.907559951654172,0.45449334608667685,0
3.764781572625182,0.7205123088260772,3
5.070758143171108,1.1284595546459486,3
2.6010900938976116,1.7895852236322713,3
1.857222861445188,0.5585674531161051,3
1.142502452734842,0.43379152989530567,0
1.298149455503204,1.8877569487197703,0
1.748458925816915,0.5949135176247846,0
2.244496493736349,0.6887975912003071,3
2.629813027056804,1.8110949163109562,3
2.9769517388889755,0.49276226891218633,3
2.499757388663435,0.591419009461379,3
2.830156380798946,0.6605979677747822,3
2.5136284788268073,0.7137310064257666,3
2.270554176279325,1.6352415507158504,3
0.10402849332603215,0.3175940897243972,0
-0.16117633898176253,0.3557476549114357,0
-1.108204744680128,0.36130473714249145,1
-1.4838878469546624,0.4482285906435598,1
-2.030595116107632,0.376360124935512,1
-1.9458704187496787,-0.22960506730093155,1
-2.9202630975124535,0.5974268121001622,1
-2.7876710399143567,0.6611160628591176,1
-2.7329605624651374,0.43171074695735345,1
-1.4709305883307302,0.3033907912456679,1
0.44707701722525034,0.3644346336376354,0
0.7667467419678548,0.6818498958982111,0
1.3877808630501662,0.7570488803432628,0
1.651177866521833,0.6451669887078576,0
1.5750261447557223,0.7085326082760335,0
1.4273152333378443,0.7488828313126151,0
0.42859480009666473,0.7491754694426526,0
-0.3389395029816982,0.7400794537267525,0
-0.8426793329974006,0.8281068575530549,0
0.21684024889545364,0.8033049545587192,0
1.089691302497495,0.8241918675423803,0
2.5846113197040657,0.7216889812337115,3
2.599523653603109,0.5963811779122592,3
1.882865430194851,0.6284722024172998,3
0.6161472807207352,0.6019876199426452,0
0.19294592537555746,0.7344565893203292,0
1.067860852818927,0.6526335812390498,0
-0.08173904986264714,0.6049918298495034,0
-0.7743812272705235,0.6385934537690005,0
-0.402958757751092,0.2019689778595218,0
-1.0810243236576065,0.5902705740548917,0
-1.8987736060442044,0.7105981511178818,1
-3.0261669384182905,0.9020262998731953,1
-1.790650556171232,0.7410976682929066,1
-0.8509996924018282,0.41312515071758965,0
-0.5145723517551286,0.5580149932967456,0
0.06449933397612943,0.668271858871913,0
-0.1876413068865889,0.8580129101293418,0
-0.3796380385554626,0.8217312214755514,0
-0.6843921553708375,0.7483089608041165,0
-1.9283594466047702,1.043822525918175,1
-0.8282367181624294,1.242538896122881,0
-1.0442875329627987,0.5738386560547759,0
-0.17577733651797137,0.5500374154945031,0
1.7091944616833212,0.9236818404658347,0
1.3434731411049194,0.6089083101916111,0
2.712551501852112,0.3484634339085869,3
0.8545381813664504,0.3076327051411892,0
-0.0823968515865869,0.4550393077803913,0
-0.14522449184286812,0.6600051030200638,0
-0.7785897177855514,0.6656059519563294,0
-1.3036543213729492,0.7183517775033847,1
-3.524693809351039,0.8593732096939548,1
-3.736149202872596,-0.4918632614725678,1
-4.4419293668339055,0.8250590144531194,1
-4.594842626712132,0.8283110615991457,1
-3.398604577293485,0.7446503638816346,1
-1.4613841884444156,0.6847819366812241,1
2.169603969936875,0.9973821037056824,3
1.8977673340170482,0.9333009989137927,3
-1.162369923472667,0.4929061690961913,1
-1.0392211404620628,0.4810832194443628,0
-0.5771005838261218,0.6062012679898813,0
-0.5779501172956156,1.9732254800550264,0
-0.4097631158863791,0.5549818493419099,0
-0.5147721058535842,0.5019035729304858,0
0.12980966466331717,2.395522271097016,2
-0.06739735954364684,0.7743785061730496,0
2.6046298736656976,2.5820080145516004,2
3.6705139322070988,4.154867303531923,2
3.5065465789875225,3.7452884084410827,2
1.5917113603437287,1.665611929935814,0
-0.09354174143017116,1.490467292745723,0
-1.9730686920767533,-0.026440694936408403,1
-2.3467414245699674,-0.05367073617732139,1
-2.7959627884946703,-0.22650686515148652,1
-2.8177203008416107,-0.2976096301826763,1
-3.2577505387983314,-1.2027584041622212,1
-4.611526700615498,-0.1237326758208285,1
-5.176177858161706,-0.12689433795141306,1
-3.9372729099570343,-0.21912311606180918,1
-1.9707943681020386,-0.25688850330811613,1
1.6986903534648596,2.4382050133262254,0
3.4578981563584468,3.5210534207075455,2
2.1740362023574145,1.7468609399540858,0
1.8781737827623666,2.8417685353407878,0
1.1549615385442633,1.1050685653384822,0
2.030061754168107,1.6976634090879537,0
0.5957821804147341,1.2377023325042025,0
-0.37311744513241235,0.4163414638921208,0
-0.5736871878724246,1.5061347739237432,0
1.04081316081957,2.5526928071810766,0
-0.7777436513725705,0.4552980985937981,0
0.7005084975290137,1.1864696901513199,0
1.306188580401106,0.921230883258847,0
-0.8651027218034445,-0.046475561399096914,0
-1.6680594032240852,-0.26624636971362337,1
-1.5529113182602279,-0.10450339934359998,1
-1.7173658778142453,-0.23142845841512555,1
-1.9279677105419664,-0.08704629314078935,1
-2.921610784475351,-0.2558652733811274,1
-2.9750949691298216,-1.2769140291958445,1
-3.3648248337877913,-0.45938085995141653,1
-3.830198294977858,-0.43035207522423563,1
-3.506496484145031,-0.35607510260013403,1
-1.9156255458956695,0.04347103748874888,1
1.18619063176514,1.4081708542688096,0
3.8690119159101526,3.9459257156273315,2
1.9727426828326815,2.553963435467989,2
-0.6048271274837755,0.24423926915300007,0
-1.1294886071980672,0.18870593860532892,1
-0.7070294821770329,0.34517070514414083,0
-0.10575326043344885,0.51323363806943,0
-1.1956936726505718,0.28733489112209615,1
1.1280712727415863,0.9491557285436655,0
1.6725581096500866,1.591703488998286,0
0.766515132728528,1.365408503155989,0
3.396142191117054,3.4928370369929667,2
1.7211473947418165,2.3848308783986636,2
0.10370311341851846,0.5572217391582621,0
-1.3094577693666343,-0.2426094505373241,1
-2.268068723341933,-0.22252684610179577,1
-2.146146627059968,-0.24153179907616695,1
-3.2783535125650127,1.046957680223605,1
-3.690006568320197,-0.2899761325115061,1
-3.3376024983393444,-1.272114103361088,1
-4.680755065255976,-0.12302900677598064,1
-5.2127109747722935,-0.14718249717039228,1
-4.043625393866898,-0.19873098562472566,1
-2.3576179941228697,-0.2801057702273459,1
0.8298948696410117,1.3653053692851356,0
2.2663463575976577,2.751018811169745,2
-0.15096012952334953,1.4313755327756377,0
-1.0849789985753362,0.036928530023719645,0
-1.5723023256843576,-0.008119239093290969,1
-0.42689245017468724,2.147605068517286,0
-1.1007902703270647,0.6780897873869378,0
-0.8391273705034787,0.4629985375022848,0
-0.18065691737911604,1.1418769754921183,0
-0.6667176982916886,1.7571490034579555,0
1.0612411804539839,2.259645292739316,0
4.239121531296307,5.104898819947634,2
3.641343624373288,4.401629872431651,2
0.4693292480525845,0.7491978562515522,0
-1.3523484595280668,-0.24796409738408726,1
-2.0433461012220113,-0.39979322549364354,1
-1.5157621447105019,-0.23146388423869665,1
-1.8130601123605645,-0.24236727441698938,1
-2.3492197235525736,-0.36155049798689265,1
-3.1369782411264118,-1.2552850882770277,1
-3.359938838988916,-0.3118755873715173,1
-2.429409550747589,-0.36321132367566894,1
-1.8497926004052956,-0.2885719232971252,1
-0.9303674571107151,-0.10069484483586946,0
2.066139412891806,2.182773471534481,2
3.261390939677955,3.694740360786919,2
1.9451184140665412,1.800852508531795,0
1.1031784524978157,1.3206329582849297,0
-0.39190855056640667,1.9202626745911495,0
-0.1794280052073236,0.9149750626632582,0
-1.1907523305761905,0.6905579901423844,1
-2.3551867508441964,-0.19466184094247707,1
-0.9233472521144922,0.4135026364132666,0
0.1970118649685128,1.1771491072329228,0
0.2443725927014312,1.0835717878384052,0
0.18656523924193702,1.3148985064459968,0
-0.10475763117887567,1.20882250579244,0
-1.7019427477060205,-0.22295674470921348,1
-2.3254198361977227,-0.44826231163089086,1
-2.5704553848071945,-0.3299383195375835,1
-1.8965776875068048,-0.30710907210201693,1
-2.725892911401157,0.7537662002205625,1
-1.9341360766687188,-0.25381365280312435,1
-1.7227625289829789,-0.9292942384057585,1
-2.4489061983821148,-0.23026721766379368,1
-3.5093172500004046,-0.34853749268834894,1
-3.1404386707391185,-0.4522134796369316,1
-2.6152002260849883,-0.37639374046242796,1
-1.2533712168996467,0.09307711052592361,1
-0.3602327744137717,0.42329494403654844,0
-0.20140400350574217,0.7136158997355103,0
-0.6554561488850624,0.3463800237364346,0
-0.9020597670812401,0.5588144242350673,0
-0.6306985768630063,0.9512783212859895,0
0.3894214531719574,1.441335674822388,0
-1.194466753285143,0.11930268592659306,1
-0.18614414010674596,0.6653983289368349,0
-0.09117848058232222,0.6811775404103608,0
0.5069076914043388,0.6861487313870418,0
1.5149970140644036,2.444219146133145,0
1.0624355581181881,1.1371860912319895,0
-0.08909467842651078,0.7515451731002509,0
-0.8777751420018397,0.12014286440305968,0
0.088489482137793,0.10506412489551001,0
0.17096737379670077,0.430110812218383,0
-0.11897261155551718,0.06860820481445204,0
-1.0023826609944513,0.09674586440969386,0
-0.1734389723876568,-0.012794146016673745,0
-1.7651025768515531,0.16372989198213053,1
-3.123087770136089,-0.12942982579546825,1
-2.425964376622251,-0.1012805705989928,1
-2.2425937884709484,-0.17760920872316638,1
-1.7425757986149435,-0.023862650492625398,1
-0.5230658178436128,0.3320298810545346,0
-0.025294676128938105,0.7392340127777047,0
-0.07526168843585303,0.7200122583320329,0
-1.0728730047494657,0.4888471254968552,0
-2.2380821817203698,0.07356239495478288,1
-3.157812057040678,1.0297177497968604,1
-2.529724453309087,0.09682198372666655,1
-2.554196104984204,0.06955444429140603,1
-2.5634190995659387,-0.16011446135543245,1
-2.2159620309476913,-0.18532782515381463,1
-1.3592770509025631,0.2818628088450424,1
-1.4020384622052615,-0.18427881287951278,1
-2.732106991917872,-0.3438550199925916,1
-2.807632940196324,-0.42827732453350537,1
-3.0271219328370176,-0.4917504858082141,1
-3.693123640207175,-0.47209672742639724,1
-4.6649444551705965,-0.39068290108517123,1
-4.669973587826582,-0.48241390199073536,1
-3.5531627827391654,-1.5294506082238173,1
-3.9801999952643863,-0.6520897972849149,1
-3.4477559045987283,-0.6624481446593712,1
-2.7625501342763292,-0.5898325734674095,1
1.1655152986209,1.4984218949382395,0
3.3270737243271458,4.310535659918519,2
-1.772405562223048,-0.10912723223474786,1
-1.9601930819852205,-0.42439469556382436,1
-1.7618703462576168,-0.2389278914923783,1
-2.2498102473186443,-0.16955083288901193,1
-1.7920703301603977,0.27203095193724514,1
-2.023447090824533,-0.023932945061050367,1
-2.153285038471935,0.15378427004297723,1
-1.940729897643961,-0.005738459051673617,1
-1.275617851986863,0.3468194048527072,1
0.006458237583541659,1.219278501001453,0
-0.7234527431607602,0.2761739289761145,0
-1.5753829214638928,0.07514398769814329,1
-2.6090307925473817,-0.5300777185230297,1
-2.9322813511222074,-0.6079730396575723,1
-3.31224726936667,0.60313046576869,1
-3.5499220948321364,0.3727298084814646,1
-3.928244298014884,-0.7656613498046945,1
-3.4502404641726385,-0.7520168345878839,1
-2.8868179033098396,-1.531835328498278,1
-3.5913532365076315,-0.7812124224410967,1
-3.127926192102916,-0.7633523497671726,1
-1.3590303430405812,-0.4711116049063373,1
1.3754836461437898,1.2883222716658203,0
4.353834360460026,5.496974976259264,2
4.296288307695326,3.9463672336672277,2
4.485813566191015,4.057022082023618,2
3.3970492007615993,3.5249092474789587,2
3.100972530381163,3.2845990390452884,2
2.4704961840205804,3.0554985816188447,2
-0.023278156410419745,0.9703446747818395,0
-0.8528405293177024,0.4586320645548008,0
-1.5407921605883035,0.17670974299764147,1
-0.07577889239983863,0.521537312135746,0
0.1945055746106752,1.288079966810415,0
0.9105627855947543,1.6383651051340558,0
0.2263754379408887,1.0025431922432693,0
-1.667474122720227,-0.026462241549141532,1
-2.1164133528456315,-0.23886063280498104,1
-1.603044655195831,-0.06284551930128786,1
-2.2683587645043852,-0.22179086255746436,1
-2.9818561814763034,0.9461906532801281,1
-2.68441465803569,-0.2500715618677991,1
-3.8613281579869914,-1.6520426795413736,1
-4.914456691345916,-0.395597292942167,1
-3.8788122843360275,-0.5792390468916028,1
-2.180330042819847,0.6874424302180383,1
2.7757793096623424,2.287815887278754,2
3.762843793849852,4.2643740005454545,2
0.5406096208581068,0.5555327370036727,0
-0.3782821474314753,-0.11919636804986387,0
0.06383078484813515,0.42429126170540954,0
1.6885761273134379,1.707411858302658,0
0.4175066465252667,0.9535012105551698,0
1.1502600198554815,1.569961348528331,0
1.884716242081979,2.188280088579626,2
0.578479304092366,1.2895290037508875,0
0.6742265354231533,1.4338552716752195,0
0.9591832238231472,1.9228937422011072,0
0.6625717701406252,1.0981667880617247,0
0.15849778967168995,0.929695075699773,0
-1.3926846494378111,0.06962627590900702,1
-1.7113145745561547,0.20080614820214762,1
-1.8781821951053967,0.0315631246551495,1
-0.8868000469847743,0.2022798182354026,0
-1.4680528434583058,0.211999882593943,1
-1.9584538713359412,0.2062749386534818,1
-1.5569675934426739,-0.6815528366814894,1
-2.868791295247986,-0.14470581803138632,1
-2.4469277046273223,-0.08766054603219284,1
-0.7057531148939521,0.617846144078088,0
3.257942820283802,3.265675775926315,2
6.525305016540547,7.435237645925343,2
4.41421731886917,4.485451400367664,2
1.3984898205375844,1.9433281039432808,0
-0.9143038903312914,0.23534984218176427,0
-1.0231197015457327,0.6291812296070323,0
-0.7678336888426122,0.9640747376096355,0
-0.5228444178934754,1.0921700013781297,0
-0.49325307276134517,0.8082536587915669,0
-0.1219962378558752,1.435211577188397,0
1.1264420611152024,1.5312518632705536,0
3.5724197040861294,3.8712152486345692,2
5.120571272690856,5.213654905684771,2
4.152608309743095,3.676072049206053,2
0.7944540930476991,0.9229341271569192,0
0.44915253883903916,1.8498918228062882,0
-0.03293112866935095,1.4439804166657746,0
-0.20772312171031299,1.6105835261553507,0
-1.0370946712831062,-0.07122389375390778,0
-2.476998000102252,1.2307069817582026,1
-1.8124509507737683,-0.8599085323844916,1
-2.7888143522471482,-0.13329309714293613,1
-2.548485736112975,-0.1689118437513401,1
-1.470455159913038,0.0484004245114344,1
1.4394947085762402,1.7472946594059178,0
3.1442182598201645,3.4363066759831695,2
4.463535240684115,6.40166249479043,2
2.6892431935146446,3.1807772876643767,2
2.2324172837480365,2.683954198035125,2
2.316350409087066,2.5779589124862943,2
2.0761949456073783,3.8682148814730573,2
1.6181027391990683,2.1757855216283195,2
1.2445354930749906,1.774481876521284,0
0.8311418332997059,1.393617633866188,0
2.685644635634083,3.445790383571239,2
4.124543935436892,4.200500897878671,2
4.575721619332431,4.532497767276225,2
5.353058128638092,4.847919589457302,2
2.2670067228918316,3.203494670494949,2
0.8885562451717259,0.9491975875325126,0
1.7735197345102813,1.4260530214273837,0
0.36855756534267137,0.4181702282716898,0
-0.6997775561116766,0.18538880213945547,0
-1.003347599118178,0.1129080625312894,0
-1.245586515570646,-0.7178774752282684,1
-2.146805975546838,-0.20573132973738403,1
-2.066851515818931,-0.0610902368780915,1
-1.9194386256093332,-0.09490875958381226,1
0.5196046017285033,2.2615947837204144,0
2.4554403716945727,4.248449251832395,2
2.451942986988428,2.587497857032033,2
1.3608638224073022,0.6057925153562571,0
1.342117037321291,0.6422584929237896,0
1.4216902110717946,0.7518718292981531,0
0.40938096016131725,0.4125821470061657,0
0.10477453075615509,0.3477233994734834,0
0.4584547627567964,0.4918293548100845,0
0.835625959924705,0.6296627237729765,0
1.1369791503749758,0.6958210557251477,0
1.723905204063858,0.8646680606958236,0
3.413058396868774,1.6026729253710965,3
1.6530252574875501,0.8369672729410188,0
0.2457249428456667,0.33475934516530487,0
1.5809750024644746,0.9216802341232099,0
0.49171675616920835,0.43525505121453767,0
-0.03348265853727155,0.275203292050355,0
-0.2908785770615301,0.20854604744148703,0
-0.8282193305851842,0.06341539311679294,0
-0.7090310600101765,0.10113229400399219,0
-1.435064078425592,-0.0980254959888383,1
-1.6943340418389476,-0.1370547509660775,1
-0.9134911968242222,-0.008270001030890461,0
-1.347971972146463,-0.13783393815060788,1
-0.9789588174824917,-0.020635168496466034,0
0.29674206320298663,0.3735849600748954,0
0.4616607443833055,0.4551904031863437,0
0.05320747367363651,0.3156232279303745,0
0.07100295753738113,0.3529555766788104,0
-0.6834181293198452,0.1794245016505897,0
-1.1428688293680016,0.06298445891421817,1
0.14217265829226844,0.4579888068406281,0
0.4287608783637136,0.537483828131564,0
0.22553692866551225,0.4324756040086976,0
0.19953036843927538,0.4231549953754947,0
1.1562292164805812,0.7162903791130915,0
0.7081849391630155,0.525585633337146,0
-0.9825459392760194,0.054523005521143954,0
-0.37718247643089126,0.2174321300126727,0
-0.4608932284804734,0.1772084593445313,0
-1.123356397043045,0.006730967011966224,1
-2.2869560725553923,-0.3114008293762852,1
-2.168658413291252,-0.248100064300593,1
-2.965904952955361,-0.4544724694484163,1
-3.1462817999184236,-0.47571227601152166,1
-1.6557534739261526,-0.1522985576043679,1
-0.46324296826746564,0.13681130752824083,0
1.3211245483995082,0.7650899763288366,0
3.534238681135575,1.7679923972044365,3
2.420433294738134,1.1236322355341988,3
2.642004570498708,2.3730530906311182,2
2.3528007264668265,3.120209560440375,2
2.8104962398312465,2.8886696151809304,2
2.86395613384423,3.4606164604731897,2
1.6558309992395726,1.6671474771346688,0
0.7190813218158939,1.5830967525911852,0
0.25257171818145585,2.81823445015735,0
2.3989906372088066,3.0237469647662847,2
3.789671125379706,4.671959795357097,2
3.37086933653229,4.497050569854643,2
1.9833847860676381,2.6256659291197906,2
0.2431929438874199,2.052564860287391,0
-0.323260080101954,0.7714598949928276,0
-0.46489554676697414,0.7537067568642947,0
-1.8825685996354637,1.4891914939011939,1
-2.776618738013377,0.17250307841375287,1
-3.504492521300617,0.03131992744968917,1
-2.479810799655672,-0.9337145420967073,1
-3.4636665033722327,0.10333931411623369,1
-2.351055694264831,0.013354198958557429,1
-0.0037458077292087436,0.37996037024761575,0
4.687838892676238,3.9799722942086384,2
6.872826821707816,7.998280348640761,2
4.449613080926426,5.170535635159966,2
2.054781844675271,2.9127932995079586,2
-0.4574049431768027,0.8781533783916363,0
1.4741485897500104,2.1181687754221508,0
1.4276252724443632,2.2312349163232863,2
0.7629495325145105,1.190987021729635,0
-0.43066471000305395,0.7425107814418456,0
-0.2513535251015856,1.1044425404935985,0
1.2967616256677377,2.644935713315551,2
1.7140157106192058,4.021246058051247,2
1.9919393382531145,2.896528800674644,2
1.9947815515842198,2.6362429022415657,2
-0.5761483022764888,1.082109082287785,0
-1.5085446961992455,0.5391563493617765,1
-1.9558438844734973,0.12263935996275845,1
-2.4485663204681667,0.11080673142598038,1
-3.4916276520190825,-0.09194570384898569,1
-4.264352078613712,-0.14543672143911449,1
-4.13209307554047,-1.4886089265567681,1
-5.181199351088654,-0.09938173616465748,1
-4.783683089494835,-0.1928450265890554,1
-2.813970384449379,0.05179347787032982,1
0.8915526318043283,1.583828730148818,0
1.6172820975390567,2.952743596831339,2
-0.08556416949102577,0.652668833065875,0
-0.7101801290884107,0.7815820975203361,0
-1.2237514345400506,-0.02571455842143775,1
-0.8316184542086544,0.25759098992353235,0
-0.47418214892926874,0.5173783358425813,0
-1.7376041403606246,0.2233601870398373,1
-0.5548547298255236,0.1318714039383921,0
-1.8023906013782482,0.4420145309032892,1
0.2028125337956956,1.3632566133031134,0
1.2832651318539312,2.3052368036273614,2
1.36493843679432,1.7906323885691084,0
0.6798021926135801,1.6249271629178355,0
-2.8167406624599343,-0.2649632286209249,1
-2.0987460662420236,-0.19508656800347018,1
-0.7709154607151253,0.09873314927769401,0
-1.5606174910626953,-0.23305186145927262,1
-1.3078870160925753,0.043056088273294976,1
-2.0292480526522385,0.027967587577179855,1
-2.047981743502741,-0.9092021944089167,1
-3.4406350610090657,-0.3770922322483864,1
-2.9268705070863166,-0.2001101608836706,1
-2.251271910881358,-0.06997877544183644,1
